Date,Open,High,Low,Close,Volume
2020-02-03,136.63618432936917,172.72750614125297,132.73379883352922,169.2492826669225,6307
2020-02-04,145.6069984217036,151.8093469113148,137.20746841622127,142.99310773901482,9933
2020-02-05,178.51759613930136,183.96560699206233,158.18324407727914,167.29666223944324,3041
2020-02-06,119.96737821583598,128.794552349665,114.42638541187772,127.53811742554186,1679
2020-02-07,151.42344384136118,154.32072367874332,128.88636501384173,130.63134987782126,6738
2020-02-10,159.24145688620425,181.28603370293956,155.45442333039264,178.89851599207933,6668
2020-02-11,104.64504127199977,146.77738018506165,96.21359262170232,144.64195164015823,8697
2020-02-12,160.75448519014384,183.94947741663512,154.31235503024766,179.83803405183525,9033
2020-02-13,117.05241236872915,189.2825518927444,110.54516852539115,182.24223736682785,1062
2020-02-14,106.50515929852796,187.93076308830075,97.83694444164307,185.7562337661284,8829
2020-02-17,194.88855372533334,198.55534252236316,182.72379300949567,191.66352358412072,8352
2020-02-18,196.56320330745592,200.47237757586754,133.90059633353525,143.0985220513296,7915
2020-02-19,180.8397348116461,190.6043001060002,130.9381898995823,131.88668183211388,9326
2020-02-20,130.46137691733708,167.76653822820208,125.02011689770606,158.2198746594114,4644
2020-02-21,109.76721140063839,145.11861817128352,102.3621161884552,137.11724234376277,5970
2020-02-24,168.4233026512157,170.83989185940754,152.53814822875316,160.1074166800233,9003
2020-02-25,144.01524937396013,171.23895940529914,137.94808735426008,170.55858626438246,4278
2020-02-26,112.20382348447788,172.00954322641994,110.53595013264113,168.8405018492137,8296
2020-02-27,149.51769101112703,152.18563650546534,129.4810831625955,137.45528870201213,4074
2020-02-28,103.43885211152184,121.74527817133922,96.23773877637238,116.68602016987528,9312
2020-03-02,190.9320402078782,198.70931930855613,142.1915761307304,143.05293384622075,8552
2020-03-03,125.8779981600017,134.46122754879028,109.62131616144711,114.25941440819088,2637
2020-03-04,166.2522284353982,197.45834437248593,164.51245444018016,189.00970351838083,6103
2020-03-05,131.1711076089411,138.18450168601643,127.79633715181139,134.58774607378575,1644
2020-03-06,152.0068021177811,158.8791455523879,115.26516380027553,115.44597472233238,3032
2020-03-09,154.67102793432798,157.79936990957017,98.54147730646751,102.54477599057509,3761
2020-03-10,118.4854455525527,165.19129406100026,112.9866763409906,164.58223862864844,3068
2020-03-11,196.95846277645586,203.9741154324853,157.49440581720344,163.6902317454743,1241
2020-03-12,177.51328233611144,177.61155786180933,127.42551320684206,134.06041665812916,3668
2020-03-13,193.9498941564189,198.0417200310038,98.8082757537405,107.1711888847651,1802
2020-03-16,189.4827350427649,192.77652773578563,138.8082604167659,140.9628894895232,6059
2020-03-17,159.78999788110852,166.72377326629703,129.9169312819547,131.12174950633937,1195
2020-03-18,192.18742350231167,199.84987822991548,159.19669225452168,167.71206397350093,3187
2020-03-19,108.84925020519195,163.6188713049819,107.28312205626546,160.57792494526905,3330
2020-03-20,119.59828624191452,144.57564296420253,109.85068542855257,136.459372819754,5841
2020-03-23,104.5227288910538,124.72842303054834,96.09734659706743,121.78925542549901,4606
2020-03-24,132.53303307632643,203.2668602154248,127.52426701743045,198.80359661555917,9468
2020-03-25,138.8677289689482,152.6703473897528,129.05351471972796,145.40016211961148,1060
2020-03-26,127.13490317738959,175.7566258702716,126.16113588630955,168.8274235780237,4927
2020-03-27,182.87375091519294,192.74743563831495,111.02463914608506,114.05529675783608,7296
2020-03-30,135.67533266935894,150.8105802080991,129.29308851895283,148.55896996593978,3591
2020-03-31,128.09345096873807,134.71663010413388,99.25360330221476,102.75367198694654,9758
2020-04-01,154.26960831582485,160.36642739858263,141.26178627123707,150.545511791045,7121
2020-04-02,114.09242249747626,205.55272525667053,113.43616161569808,196.40174071177023,2200
2020-04-03,180.21969807540398,181.78331949185272,132.92655297797037,138.42067129858003,3854
2020-04-06,107.45506436797709,114.97304600384642,97.99093858354001,103.89960125749116,8024
2020-04-07,198.68869366005174,204.3713798227394,96.56829785416211,103.09557909193435,7972
2020-04-08,177.22447692966574,179.97113562754478,136.2420137613688,138.79867599468696,1136
2020-04-09,119.87156815341724,124.61591729488899,112.35682937112077,116.00249364631941,2029
2020-04-10,100.55221171236025,105.67297560351656,92.11540641571047,102.33520963281859,3594
2020-04-13,181.54614284548342,187.33927687336802,173.6719337053161,175.6213613950177,8206
2020-04-14,170.6857343847617,179.57574049290835,137.58362241645546,145.85230088818906,1661
2020-04-15,172.90071680409875,178.59376664822076,123.29792296823803,128.92447719726545,3472
2020-04-16,177.12703466859458,196.3255424849139,169.50515955665375,190.00831830164807,1086
2020-04-17,107.40446517340904,116.80137449119965,100.26839151077432,111.61389602005256,7219
2020-04-20,135.84657285442725,196.10353795998668,133.77145790057847,195.5918828955319,9143
2020-04-21,111.58690595251298,133.72525730649625,105.89877858817425,131.3966717377353,7968
2020-04-22,186.31034258755935,193.76038452518895,177.63311105950842,188.84036723086814,3773
2020-04-23,162.3298126827558,165.43216552020286,155.97312527992688,160.29428764794616,2700
2020-04-24,133.08980248526493,184.48837195176066,123.42389478303176,182.67073597414873,3700
2020-04-27,106.35583502860237,203.4426447402308,101.83368402758519,198.4013163210464,7815
2020-04-28,131.09823217156622,134.32633010604474,127.41268741519572,128.84054378187457,2647
2020-04-29,132.5183322026747,198.69462497249344,128.62398540189798,196.1135485407593,7038
2020-04-30,172.9606178338064,177.6004720082102,129.43116542633666,138.94818949024204,6164
2020-05-01,163.75574713552132,165.08858971634305,135.3539819802937,138.55119047369223,6520
2020-05-04,188.72127425763267,197.99873158838673,125.35772882677995,134.03871042545057,4687
2020-05-05,147.22149251619493,162.8177817139509,138.40898569937602,154.14076073475852,1596
2020-05-06,111.95942459383016,122.49071017525407,108.45755935051055,115.41450431784871,5545
2020-05-07,171.3244787222995,172.38661699818405,154.5385719552948,155.37114853580113,9676
2020-05-08,176.07850486168974,183.83727740638668,146.92490214941222,154.1704812410004,9837
2020-05-11,156.12771975694963,184.26975454157719,153.01259676680976,176.190181260487,5757
2020-05-12,177.09671799545612,191.04264237090192,169.2674818528804,183.36499619375854,5384
2020-05-13,149.37955963643907,150.51921850763148,139.6175865486381,144.0441350312424,9912
2020-05-14,152.2732829381994,158.71236250887705,125.38065751172316,130.23332493514937,5733
2020-05-15,142.75410183585495,151.09734979334894,118.15439566422407,125.93348973170944,8081
2020-05-18,102.54191267440952,125.23591768268386,98.71827936379324,119.46238367048718,9690
2020-05-19,110.78914269933044,117.25321645161134,101.33348476667334,105.76475821990249,8117
2020-05-20,103.14291856867342,138.82843267773438,99.3810138809772,134.24479788347134,5729
2020-05-21,163.64104112637804,168.92811432521856,123.35136406030553,127.02476921307833,2673
2020-05-22,131.43559810763267,196.985507170158,126.17613233861807,196.64173858664074,9306
2020-05-25,150.85706911647029,162.16051284473724,142.76907467145878,155.7708826250044,8178
2020-05-26,190.7566473926093,191.5711195215209,131.1100207838251,134.72770390305075,3294
2020-05-27,124.92922291488749,162.39690604277183,119.68667570951013,158.0467600993696,4630
2020-05-28,141.03829230356297,143.96484328023703,107.21239688014353,113.91967013456954,1146
2020-05-29,175.55511385430486,181.00939335642198,141.70998045718372,144.40437492022028,4453
2020-06-01,122.87981654916224,163.95759549733845,120.10458850013832,162.62343214210637,5507
2020-06-02,107.6979909828793,155.80621719897832,98.36385971264475,148.88978317924514,6783
2020-06-03,128.9751452913768,148.12799543471712,121.73979955806593,140.17788006543242,8751
2020-06-04,116.12212872540044,201.01838338740137,110.35026196316736,199.3848388899698,6628
2020-06-05,192.9697652342573,194.01289610777613,181.5542756706866,188.0314762148927,9328
2020-06-08,180.8120379564417,182.2671927843153,162.04760138490985,162.34059581594403,4360
2020-06-09,163.34037565104234,172.11165127002735,150.7567064626113,156.9377361182283,4005
2020-06-10,187.14605901877178,192.42795163633534,156.97095925021637,162.0660479824584,4552
2020-06-11,180.36720768991145,185.03981764998647,114.67371398444897,120.13121078224333,1018
2020-06-12,118.65700588860358,140.58089251745542,115.0627676202954,139.51377432643187,3242
2020-06-15,189.25589984899779,195.7514599165674,103.1312143119605,103.94595328908993,7318
2020-06-16,153.93422419156508,162.614220110516,145.62121141256213,147.55460374868267,6097
2020-06-17,180.74401551640625,189.0258742096408,144.7950112636396,154.3024583957663,9640
2020-06-18,189.60912999234932,195.86967708215732,118.68797798761162,122.77497361032096,2948
2020-06-19,131.80034749718638,197.1556718830681,127.13351593887774,196.40288471655137,6618
2020-06-22,111.00519245276767,192.06943136548432,110.47809455423328,190.9454610937242,5236
2020-06-23,122.79351625419417,172.70741341668884,122.41785395875436,172.2143235455906,7901
2020-06-24,142.71077886262563,155.91345504146096,135.53896439215805,153.33866287653626,2920
2020-06-25,181.80147659224932,188.35353063637228,176.4205299510382,186.9969159647685,5188
2020-06-26,186.07305832563435,188.6735387281587,107.97817454018363,113.06523438234629,1238
2020-06-29,100.69521305311908,182.90155998467813,98.26396774889238,179.0509794274885,1204
2020-06-30,151.07473025775658,160.50455809846795,105.03457408038561,112.48208139668483,6552
2020-07-01,141.74110031487788,185.52482685275746,140.05873452379296,179.42106625494054,5927
2020-07-02,122.21078104707303,135.92649468196532,120.31143361046283,127.5767568251357,5390
2020-07-03,111.98653673336828,194.81257310894222,107.37941501988553,187.7090581018189,3687
2020-07-06,133.7615171403628,195.5292406878061,130.8987185192434,194.4042093825398,5951
2020-07-07,194.2909703912519,201.6501744549914,112.4049671281801,114.87959694051156,7160
2020-07-08,132.32029320207553,149.0185493221306,125.86791675654221,146.26756050653935,6388
2020-07-09,151.8790621743366,204.48981628621559,145.36934472215117,198.0987378162685,6126
2020-07-10,170.30189588951777,173.71151562594764,140.09557289931536,148.34074359731466,1816
2020-07-13,136.3629602379294,196.33147488410108,132.18587456819964,186.3547522514545,1192
2020-07-14,197.17820827209607,199.81372306706385,158.1423013028705,158.873152213132,2776
2020-07-15,196.24472949421113,199.03603420195384,134.7963269427456,137.53299079196017,4645
2020-07-16,125.17822958253642,137.88507810821102,115.37817495056825,128.57835555258703,7314
2020-07-17,149.72485058923854,149.97129463560177,114.3597233562817,120.32230910860872,9442
2020-07-20,130.08783098167697,183.1467090165017,122.99046013366677,176.17981913776973,2788
2020-07-21,128.48404943774676,145.90731458966158,128.41047114149262,138.6540506823028,8374
2020-07-22,103.68869473545328,159.49133199417912,98.50663741362807,151.12754622007512,4700
2020-07-23,160.95643339798968,170.70082650437445,148.85726142480016,149.2325480001182,4893
2020-07-24,150.26790232288616,167.48392211487968,144.57560020197167,157.72790292331314,7811
2020-07-27,105.14787512499893,187.21048213811983,95.94016662863818,186.5577145624552,3679
2020-07-28,127.86464642366114,206.29232758587196,118.18045511865706,198.07393435834294,4904
2020-07-29,190.82658859666537,197.28968793323918,135.35289410349245,140.75842085738168,8260
2020-07-30,123.95618906669725,189.2253135543612,119.3741410141751,182.7518922106303,1504
2020-07-31,114.4894872091223,177.7362787316187,105.03931626663736,176.45277946547176,7773
2020-08-03,148.9452760277563,163.85476681001387,142.20917770778937,157.35289514555734,4816
2020-08-04,198.56504541106005,208.38987121707254,194.95572156580923,195.60471436119332,1717
2020-08-05,124.20552715115004,133.3237128465445,115.3901957761653,120.04745155284027,5434
2020-08-06,167.21355474058785,171.60486134863635,108.5239708463191,110.92642103096215,1658
2020-08-07,176.16196153287177,185.79567642840317,171.46391831838497,185.39619669554222,6057
2020-08-10,123.76375439923997,147.53791656337685,119.20909867917635,143.91498166337482,5008
2020-08-11,172.82163486118594,192.96078853671162,167.00018683303853,184.69688542070605,5994
2020-08-12,136.77831327192533,196.32401153419315,133.21060836843282,189.3090205195415,5234
2020-08-13,163.23058305935794,167.82401961529752,104.60305486734786,106.24575936190715,4764
2020-08-14,163.35297107608946,188.89749165019438,158.3157767301899,188.34647629860606,5637
2020-08-17,153.57746840747586,157.84641568570888,136.5298766934846,144.8319055369422,3104
2020-08-18,109.02897700544082,155.73349829760207,102.3888547247648,151.04324890042324,7801
2020-08-19,183.5302495589238,192.81580488786517,159.27557245006886,162.65925110932102,9575
2020-08-20,132.0780064971736,199.04912170883028,122.72277626958501,192.6382606730087,3607
2020-08-21,118.65185103998542,121.7683802065319,92.78953373048458,101.9116094429764,9385
2020-08-24,104.0775141554764,152.93752947628892,101.9840301616354,147.6843468317817,4719
2020-08-25,159.0892943188242,169.43275732127768,158.69511846762055,168.77220424305608,3581
2020-08-26,167.75643618422822,181.99637812632022,160.3433491007206,172.27069576982285,3565
2020-08-27,101.65878289278561,172.85384217301805,93.38268027929408,169.2532431537108,3763
2020-08-28,151.2093058299281,155.98797937905945,103.76486728129863,113.44351294081218,7328
2020-08-31,122.6495775197938,133.49239857953737,113.7512135789107,129.93955883716814,6991
2020-09-01,164.51727904094497,171.34239634210698,129.8662048596372,135.87155254170136,4406
2020-09-02,117.43664290049915,187.0660423512464,112.13611950837534,180.44372076795048,9923
2020-09-03,169.0937738102466,176.24699691553795,127.59757672882944,127.8759872414553,5780
2020-09-04,138.67353463005372,141.35496692617292,118.60393191827254,121.07049638672032,5177
2020-09-07,193.67299887367346,198.9014867154503,189.0768513563442,195.74480190380962,7476
2020-09-08,113.75209441459933,115.0046067255614,94.60128951051121,100.88632851134689,3604
2020-09-09,134.10663510502584,206.33718528665895,128.53411677184175,199.78208556819783,9181
2020-09-10,111.34735212405892,168.08010115909607,103.92099222724201,167.68212988573956,3382
2020-09-11,192.4693618278563,198.44618518309088,180.0492606360413,182.84692994491172,1531
2020-09-14,187.7339353380981,196.43089418661444,123.81241355809458,129.4619396346193,7079
2020-09-15,125.79416277151556,134.7024842544119,100.55010533279808,101.431527766706,1634
2020-09-16,165.9984046034179,178.2773294598526,161.86174936758582,173.786951856153,1002
2020-09-17,181.7222200201216,188.00749658219834,174.2206116905756,183.4144597000676,9397
2020-09-18,155.52008115994624,174.8173050254321,148.58607262565582,174.04761319535191,6951
2020-09-21,152.96505783560065,159.672708090031,104.37860135836208,114.28502873008387,6626
2020-09-22,124.18522909004517,183.55538642942537,121.40631783016761,175.3427922256969,8739
2020-09-23,109.31027678058992,179.33882875681124,104.32838378885012,176.89227821076412,7003
2020-09-24,189.72157579533268,193.93458461166634,162.5587474292655,165.85405156700548,3890
2020-09-25,190.04180571633304,198.43019908398574,172.20556213896688,176.61159327955863,7239
2020-09-28,163.31014572732678,193.3633486443961,154.7406444286329,184.5921439677732,9026
2020-09-29,133.90297910487007,163.7922112263881,127.0608883529852,161.36041142374586,4306
2020-09-30,134.92095746126608,140.42666380667973,100.0360594834921,108.86047139696791,1897
2020-10-01,172.59556788702395,174.5204993933822,146.72766988340223,148.7627809667211,1670
2020-10-02,189.71102599525773,190.7298136366533,99.03132228874613,107.7649334671605,8291
2020-10-05,188.70864242651174,197.81984744043132,140.15668036145922,140.75430310324307,2505
2020-10-06,177.98755458576238,186.19262962808347,131.82465610819125,140.71064891256276,7460
2020-10-07,164.20316461542876,171.8035136334605,103.31024661941687,106.60098441402415,6167
2020-10-08,108.41399649950489,135.36971658507932,105.26812016536422,134.88205339694792,6255
2020-10-09,116.16287140946137,124.60015933656395,105.97892411214485,111.09980987913148,1249
2020-10-12,189.85541885270794,194.23585961176178,171.41661912368988,180.8235210009222,7457
2020-10-13,160.642905965959,198.19275382940566,160.16509231914495,194.76880259644707,2892
2020-10-14,100.91970516166296,112.69641113604763,97.39739541095551,107.23164752579386,4439
2020-10-15,110.14715428660321,196.4250531564057,101.58143439976985,195.51152072917014,3854
2020-10-16,166.3501769108056,173.9166424043296,148.29711515931984,152.25765993367452,4792
2020-10-19,100.50615838462187,135.78091856427037,98.5145894086512,129.9565677953874,6330
2020-10-20,116.08080514174986,117.94670611048154,103.43826571430223,107.68620752761635,8871
2020-10-21,154.8733789366586,156.75570093434908,146.2069017921251,150.0624268070418,9235
2020-10-22,169.18951976926934,181.2940409648016,160.0353577546023,179.45155444907488,4612
2020-10-23,165.19612595026007,171.27867160218918,157.57678219282909,170.70864772666982,3618
2020-10-26,122.42693094605598,128.30491543977283,99.97144558895731,105.02260114639738,5678
2020-10-27,171.2179221347536,179.62140391063866,97.40647786957464,107.29018353679035,4163
2020-10-28,123.72490874968001,140.4623104031376,119.07213343692078,140.2873282632637,3942
2020-10-29,132.53996981592678,133.03001626563952,128.9466710965916,129.52904940479434,9411
2020-10-30,174.64914051180241,180.37684327867188,120.61568908745494,123.23843230560479,2925
2020-11-02,164.96328990472148,173.158246758582,123.73974508867822,128.10044989087135,3972
2020-11-03,184.9223410494178,188.18972995510416,178.7792480882273,180.34827432968848,1990
2020-11-04,165.76128923003432,196.4189493512626,156.2856379667939,192.92280536318538,2812
2020-11-05,156.83086033354715,162.7943253085149,132.8417804745789,140.51026945275663,9995
2020-11-06,109.36747678280925,193.35322910449116,106.68460477853152,190.6111002132497,1489
2020-11-09,136.77158030594336,137.0376639667202,126.24152478960904,132.1495701247882,6876
2020-11-10,126.52023676817254,154.99598381539514,119.30574519707682,147.64369863437918,4645
2020-11-11,124.39896433790835,130.65546346732287,113.190110492532,122.60289978159997,8081
2020-11-12,197.30105547524454,203.10861546580114,155.23125072583028,164.0476042175844,3891
2020-11-13,139.30977246667604,205.31495280739912,134.1578502052939,197.89811151748088,4516
2020-11-16,189.20465551771133,195.9569638933317,152.6027834064077,160.34930960433786,4340
2020-11-17,163.1138625997263,165.17268248150953,130.15996087307906,135.7814084113549,7410
2020-11-18,179.48113035416486,183.00594082359837,159.25470569859743,164.78174459905284,1053
2020-11-19,150.2637093105192,151.52481072730546,111.14464826315684,112.29206784653876,3575
2020-11-20,157.6903884626359,190.1644781607187,156.42901188247438,188.86590802653987,1615
2020-11-23,149.2517693818864,157.070352541549,143.9564332316618,150.30839507798362,6944
2020-11-24,119.52429877980445,153.5209752737892,116.83568333001439,144.9349742039642,8404
2020-11-25,172.2452115261505,181.8725373647619,158.37610982074722,158.5864788453519,1954
2020-11-26,128.07723624408558,168.7618574544347,120.84884420508347,162.47838627894026,2629
2020-11-27,102.43159664314538,109.01859385626088,102.10673067624373,107.1775806226513,7859
2020-11-30,164.54722959071677,169.31822557682955,158.59446117967622,168.26172212234025,9841
2020-12-01,117.7110679407049,132.32167774692053,112.31912999943175,124.19316803155296,4278
2020-12-02,194.04585843529145,199.83342319889144,161.70711634488094,171.39526325065899,6455
2020-12-03,195.39285770025873,201.57570791039592,177.41134804494325,182.25347943841967,4801
2020-12-04,191.48643902204486,199.30105990959194,179.75983639147404,180.395850755252,3561
2020-12-07,137.01587002554444,162.28286901811342,131.49899034747983,155.2500967407889,7539
2020-12-08,101.54566165288674,160.3615717596361,93.13469994672572,152.01698923107512,1370
2020-12-09,192.83185625877252,193.3939953133713,104.31910329112678,114.28759613394118,1857
2020-12-10,142.81841483173145,185.0098214077786,138.51498309484072,177.53461504031355,5886
2020-12-11,196.66548190436697,205.17400947758793,123.937950619704,127.14093804467143,8485
2020-12-14,196.3619977089253,199.22334813350844,140.60300931227468,149.66954228179466,1383
2020-12-15,185.300945546736,191.7054182866685,126.51498800199045,128.42740929275166,5334
2020-12-16,129.44488920695858,132.5865098453283,107.22854714964005,113.38283629996931,5290
2020-12-17,138.50977286019253,172.5354803539982,134.45262861838305,162.95576968917365,3725
2020-12-18,185.1136671516857,185.44790287604073,105.02237983273483,105.43320348229038,7204
2020-12-21,131.69220051562777,180.66245185094957,128.2193157725708,174.86452341262,7111
2020-12-22,116.94927466860925,133.42371499660683,114.2969894435825,131.75867952611168,5251
2020-12-23,155.68012624583503,162.8023282976066,93.15255776101367,100.01346930044853,1922
2020-12-24,193.61547741607808,195.3743802502647,141.6250089468038,151.11291392372297,3915
2020-12-25,169.6029796674973,171.95681228648087,102.00471897897394,104.68519085276031,8957
2020-12-28,157.00611700893649,161.94982511939406,119.50229639057312,127.61695578208995,4046
2020-12-29,109.71764937707685,179.8459982455404,109.16405120769275,170.6976487455716,2230
2020-12-30,161.50072266991697,163.6178663913967,100.88775206178845,106.26896216218658,8647
2020-12-31,199.00538501042632,200.44778522160735,183.2283485985013,183.93384923560023,5933
2021-01-01,114.0084015236524,121.5981698421927,91.04166235455192,100.38199226585832,4940
2021-01-04,151.83296523637367,156.83916055971298,117.01887411461632,124.68238692019023,7483
2021-01-05,187.73730719279553,196.85515831661323,167.5109065031612,174.09040561520715,1203
2021-01-06,174.07686177542044,175.54300734701886,123.38805115668404,131.62701497293068,1160
2021-01-07,169.7015740995268,176.1608530297572,103.71404085089972,110.18923880660135,9960
2021-01-08,170.24840839871092,172.5771998602291,126.33394790829988,136.0233918800428,4748
2021-01-11,135.94911512197552,137.51671940849192,119.89974915980484,127.03932863845256,7718
2021-01-12,129.35918442644933,191.10548436762818,120.11259833062687,184.2711902160555,3581
2021-01-13,180.93611554785136,186.8729617469387,126.16347283840793,131.3347917585143,2093
2021-01-14,181.01133946791808,188.5596140515414,177.7226030477821,178.89324717760073,5500
2021-01-15,186.70723185801037,192.28184024553528,181.4254546437802,189.18721448107345,9799
2021-01-18,191.32405525564712,195.80377181946903,142.11301367702202,143.38174195765296,6710
2021-01-19,151.13423988609378,195.04903114874338,145.20930509432972,190.9943143854392,3875
2021-01-20,150.15162946871996,159.9925241083851,132.90687479104267,137.7318053963193,4191
2021-01-21,179.82951789667752,199.33033121640472,173.6037639183497,196.40784164901083,2837
2021-01-22,164.99639307777653,167.9445654612442,108.82848264200898,108.9289524525573,1689
2021-01-25,170.19668772577035,173.7421698140564,166.7535217337706,168.70192665032425,4759
2021-01-26,179.5792669436101,185.2252077565133,144.46809972657155,149.38140404569288,3103
2021-01-27,189.00053418175662,191.52376162439407,129.25984492967336,138.76488054556472,1365
2021-01-28,133.79951568515358,172.42408727865282,129.96342528160199,163.2711878748601,9092
2021-01-29,137.5582952639944,173.04256481209575,133.31457500345806,170.38570916343312,5172
2021-02-01,109.3981939840869,118.35635129968885,93.28936607496469,100.43632696503091,7033
2021-02-02,157.8280140996174,158.86276473608325,110.65738130185869,116.69530887471987,3378
2021-02-03,103.59422737967421,177.87023208742838,100.60496587869088,171.30460506343186,2205
2021-02-04,146.55980181324603,175.7083965422031,142.45163785757174,166.63854135782066,5988
2021-02-05,154.26446347075768,198.29224489685,152.08746548218534,196.60475051286772,6669
2021-02-08,128.65412521282843,185.78704862607086,118.99391062152634,176.1037790250783,3735
2021-02-09,159.08332605690106,199.60610437728894,157.77698224132746,195.07727077313382,9490
2021-02-10,103.05002499390494,179.71120123789095,99.33165714824075,170.2540501534807,1956
2021-02-11,103.73481887492144,136.5734213002448,103.47642915272134,129.80522086394433,7623
2021-02-12,182.26005606596584,185.27592476470136,108.31869730575019,110.53649222508565,2474
2021-02-15,136.01906414112628,180.06541158366463,128.21435275732472,178.18238633449357,5460
2021-02-16,112.70605126518848,167.4522726098426,110.69429894229968,164.4149221475916,8002
2021-02-17,152.22432600548044,153.15450009810718,104.01796721403997,104.81860123932962,7396
2021-02-18,176.99935530986107,178.43803497329438,131.2605147916526,136.00504659009783,3828
2021-02-19,121.58210274968431,196.7265859518934,121.48241040233913,195.6799815484286,3850
2021-02-22,162.28904758190004,166.51848301931562,149.1924530267568,150.04011457102013,3964
2021-02-23,108.5347464993768,151.22869736454632,100.45848780374705,143.27291360197046,5594
2021-02-24,105.16817211686077,147.1837960580928,97.45343866826471,145.7699605159294,7644
2021-02-25,153.1354631568148,154.43866748853816,111.73688419646741,120.88827240051637,3850
2021-02-26,154.06351216101064,160.49780165618395,128.32556272737202,136.87071708647952,1165
2021-03-01,163.74299014982066,165.71481996950132,130.1495699663195,136.98132559871766,1919
2021-03-02,172.60913337226617,173.58523375335608,104.71217344574062,105.23550201874724,9305
2021-03-03,197.58520794625346,199.25369372830923,168.92827667192523,176.75676285179182,4504
2021-03-04,151.63003483011954,160.8673487888873,133.1953350819823,141.6504431903879,1991
2021-03-05,132.2956472941246,190.43270120940426,124.30482583640504,182.21798868164234,7047
2021-03-08,179.51861947687036,188.57544573554048,174.4338291237901,185.03480011198954,4839
2021-03-09,127.08322512620742,133.64143279948135,118.87038708337099,121.19940546986581,2258
2021-03-10,143.8971420705636,171.10810495369324,135.44384231367633,165.73534821701287,8609
2021-03-11,107.84563813422659,153.9994230511238,100.5740100368252,147.2281804162982,9706
2021-03-12,102.53507434154575,194.8423853167761,92.72746259765724,188.0156737921485,5804
2021-03-15,196.2648414677925,202.55218161839244,120.01714194008608,121.57406791764541,1067
2021-03-16,183.59801205122056,186.25902573659366,165.5246742004839,167.78132003100444,6660
2021-03-17,169.5974206093698,169.98748481699798,158.65723072645721,160.77521222527224,5478
2021-03-18,140.89529444142698,145.45096226132807,121.60475008096991,129.53014775718327,9210
2021-03-19,117.32943200708458,126.23917085399161,111.79101740061607,113.66009036511726,4521
2021-03-22,115.6437042671086,170.8589486329134,114.97710596887555,165.16397604772766,1572
2021-03-23,125.02428981645953,182.18365623025215,115.03868175060325,173.85974581323308,8082
2021-03-24,154.92266647061206,164.83890990022434,131.31456226188354,131.56273437633502,8832
2021-03-25,171.45959227000623,173.095754311389,156.13081980064274,164.4832604022314,6395
2021-03-26,166.01973767177313,172.93751406319296,135.8594223456438,139.51309076115032,3258
2021-03-29,127.99338969459428,178.06362406526202,119.57723509701613,171.32068832826178,7039
2021-03-30,195.4865280663194,205.2860825399022,114.37532257729386,119.9215274894053,1650
2021-03-31,173.78969166957685,198.87750760314543,164.77337937471324,189.02150026361744,6741
2021-04-01,155.43540525114008,162.3021913683814,119.4790297824117,128.74095964655797,7838
2021-04-02,161.1720746234352,163.60822254325714,136.68761696280754,136.7785987756153,3587
2021-04-05,141.960006242779,149.945564624085,105.0550734481071,105.80919520803498,8876
2021-04-06,124.77309895011575,125.84339029222613,108.64763393641908,111.15122123212764,4262
2021-04-07,135.59726786512616,159.39318331294908,128.90411370149113,151.5861902712328,2338
2021-04-08,175.7846110464369,184.88657228788387,117.87654570768208,126.75926767279715,5996
2021-04-09,101.43934886297559,187.37635652190377,96.83992935003596,183.54802257421943,6780
